Image Filename,Species Name,NBN Atlas Page,Taxon Id,Common Name ,Scientific Name,Wikipedia Page ,First recorded in UK,description,Establishment Means,Number of Occurrences,
common_wood_p.png,Common Wood Pigeon,https://species.nbnatlas.org/species/NHMSYS0000530309,NHMSYS0000530309,Common Wood Pigeon,Columba palumbus,https://en.wikipedia.org/wiki/Common_Wood_Pigeon,N/A,"Common Wood Pigeon - The UK's largest pigeon, with grey plumage, white neck patches, and a distinctive cooing call.",Native,5306423,
cormorant_(Ph.png,Cormorant,https://species.nbnatlas.org/species/NHMSYS0021272426,NHMSYS0021272426,Cormorant,Phalacrocorax carbo,https://en.wikipedia.org/wiki/Cormorant,"Pallas, 1773","Cormorant - A large black waterbird with a long neck, often seen drying its wings after diving for fish.",Native,0,
corn_bunting_.png,Corn Bunting,https://species.nbnatlas.org/species/NHMSYS0001688304,NHMSYS0001688304,Corn Bunting,Emberiza calandra,https://en.wikipedia.org/wiki/Corn_Bunting,Linnaeus,"Corn Bunting - A large, streaky brown bunting with a thick bill, often seen perched on wires in farmland.",Native,149629,
corncrake_(Cr.png,Corncrake,https://species.nbnatlas.org/species/NHMSYS0000530322,NHMSYS0000530322,Corncrake,Crex crex,https://en.wikipedia.org/wiki/Corncrake,"Linnaeus, 1758","Corncrake - A secretive, ground-dwelling bird with a rasping call, typically found in tall grass meadows.",Native,95638,
cuckoo_(Cucul.png,Cuckoo,https://species.nbnatlas.org/species/NHMSYS0000456118,NHMSYS0000456118,Cuckoo,Cuculus canorus,https://en.wikipedia.org/wiki/Cuckoo,N/A,"Cuckoo - A migratory bird known for its distinctive ""cuckoo"" call and habit of laying eggs in other birds' nests.",Native,4420,
dusky_warbler.png,Dusky Warbler,https://species.nbnatlas.org/species/NHMSYS0000530750,NHMSYS0000530750,Dusky Warbler,Phylloscopus fuscatus,https://en.wikipedia.org/wiki/Dusky_Warbler,"Blyth, 1842","Dusky Warbler - A small, brownish warbler with a faint eye stripe, occasionally seen in the UK during migration.",Native,1438,
Eurasian_blac.png,Eurasian Blackbird,https://species.nbnatlas.org/species/NHMSYS0000530119,NHMSYS0000530119,Eurasian Blackbird,Turdus merula,https://en.wikipedia.org/wiki/Eurasian_Blackbird,"Linnaeus, 1758","Eurasian Blackbird - A common garden thrush, males are black with a yellow beak, females are brown.",Non-native,25929,
Eurasian_curl.png,Eurasian Curlew,https://species.nbnatlas.org/species/NBNSYS0000000032,NBNSYS0000000032,Eurasian Curlew,Numenius arquata,https://en.wikipedia.org/wiki/Eurasian_Curlew,"Linnaeus, 1758","Eurasian Curlew - A large wader with a long, downward-curved bill, found in coastal and wetland areas.",Native,1054556,
Eurasian_magp.png,Eurasian Magpie,https://species.nbnatlas.org/species/NHMSYS0000530761,NHMSYS0000530761,Eurasian Magpie,Pica pica,https://en.wikipedia.org/wiki/Eurasian_Magpie,"Linnaeus, 1758",Eurasian Magpie - A striking black and white bird with iridescent blue-green feathers and a long tail.,Native,4173391,
Eurasian_wren.png,Eurasian Wren,https://species.nbnatlas.org/species/NHMSYS0000530671,NHMSYS0000530671,Eurasian Wren,Troglodytes troglodytes,https://en.wikipedia.org/wiki/Eurasian_Wren,"Linnaeus, 1758","Eurasian Wren - A tiny, brown bird with a loud song and an upright tail, commonly found in hedgerows and gardens.",Native,4115709,
European_gold.png,European Goldfinch,https://species.nbnatlas.org/species/NHMSYS0000530247,NHMSYS0000530247,European Goldfinch,Carduelis carduelis,https://en.wikipedia.org/wiki/European_Goldfinch,"Linnaeus, 1758","European Goldfinch - A brightly colored finch with a red face, black and white head, and yellow wing patches.",Native,3788727,
European_gree.png,European Greenfinch,https://species.nbnatlas.org/species/NHMSYS0021002985,NHMSYS0021002985,European Greenfinch,Chloris chloris,https://en.wikipedia.org/wiki/European_Greenfinch,"Linnaeus, 1758",European Greenfinch - A chunky finch with greenish plumage and yellow flashes on the wings and tail.,Native,3413735,
European_nigh.png,European Nightjar,https://species.nbnatlas.org/species/NHMSYS0000530242,NHMSYS0000530242,European Nightjar,Caprimulgus europaeus,https://en.wikipedia.org/wiki/European_Nightjar,N/A,"European Nightjar - A nocturnal bird with cryptic plumage, known for its churring song and silent flight.",Native,34989,
European_robi.png,European Robin,https://species.nbnatlas.org/species/NHMSYS0000530739,NHMSYS0000530739,European Robin,Erithacus rubecula,https://en.wikipedia.org/wiki/European_Robin,"Linnaeus, 1758","European Robin - A small bird with a bright red breast, commonly associated with winter and gardens.",Native,5631632,
European_star.png,European Starling,https://species.nbnatlas.org/species/NHMSYS0000455513,NHMSYS0000455513,European Starling,Sturnus vulgaris,https://en.wikipedia.org/wiki/European_Starling,N/A,"European Starling - A medium-sized bird with glossy black plumage speckled with white, known for its mimicry skills.",Non-native,940,
European_ston.png,European Stonechat,https://species.nbnatlas.org/species/NHMSYS0021002960,NHMSYS0021002960,European Stonechat,Saxicola rubicola,https://en.wikipedia.org/wiki/European_Stonechat,"Linnaeus, 1766","European Stonechat - A small, perching bird with an orange breast and black head, commonly seen in heathlands.",Native,520031,
firecrest_(Re.png,Firecrest,https://species.nbnatlas.org/species/NHMSYS0000530578,NHMSYS0000530578,Firecrest,Regulus ignicapilla,https://en.wikipedia.org/wiki/Firecrest,"Temminck, 1820","Firecrest - A tiny songbird with a distinctive fiery orange crest, greenish upperparts, and white underparts.",Native,72301,
goldfinch_(Ca.png,Goldfinch,https://species.nbnatlas.org/species/NHMSYS0000530247,NHMSYS0000530247,Goldfinch,Carduelis carduelis,https://en.wikipedia.org/wiki/Goldfinch,"Linnaeus, 1758","Goldfinch - A small finch with a bright red face, black and white head, and yellow wing patches.",Native,3788727,
great_crested.png,Great Crested Grebe,https://species.nbnatlas.org/species/NBNSYS0000000001,NBNSYS0000000001,Great Crested Grebe,Podiceps cristatus,https://en.wikipedia.org/wiki/Great_Crested_Grebe,"Linnaeus, 1758","Great Crested Grebe - A water bird with ornate head plumes, white face, and chestnut frill during the breeding season.",Native,868416,
great_spotted.png,Great Spotted Woodpecker,https://species.nbnatlas.org/species/NHMSYS0000530331,NHMSYS0000530331,Great Spotted Woodpecker,Dendrocopos major,https://en.wikipedia.org/wiki/Great_Spotted_Woodpecker,"Linnaeus, 1758",Great Spotted Woodpecker - A medium-sized woodpecker with black and white plumage and a distinctive red patch on the lower belly.,Native,1966186,
great_tit_(Pa.png,Great Tit,https://species.nbnatlas.org/species/NHMSYS0000530533,NHMSYS0000530533,Great Tit,Parus major,https://en.wikipedia.org/wiki/Great_Tit,N/A,"Great Tit - A large tit with a black head and neck, white cheeks, and olive upperparts.",Native,4916602,
grey_heron_(A.png,Grey Heron,https://species.nbnatlas.org/species/NBNSYS0000000006,NBNSYS0000000006,Grey Heron,Ardea cinerea,https://en.wikipedia.org/wiki/Grey_Heron,N/A,"Grey Heron - A tall, long-legged wading bird with grey plumage and a long, pointed yellow bill.",Native,1609349,
hen_harrier_(.png,Hen Harrier,https://species.nbnatlas.org/species/NHMSYS0000530294,NHMSYS0000530294,Hen Harrier,Circus cyaneus,https://en.wikipedia.org/wiki/Hen_Harrier,"Linnaeus, 1766","Hen Harrier - A bird of prey with males displaying grey plumage and black wingtips, while females are brown with a white rump.",Native,96197,
herring_gull_.png,Herring Gull,https://species.nbnatlas.org/species/NBNSYS0000000038,NBNSYS0000000038,Herring Gull,Larus argentatus,https://en.wikipedia.org/wiki/Herring_Gull,N/A,"Herring Gull - A large gull with grey back, white underparts, and pink legs.",Native,1907184,
house_sparrow.png,House Sparrow,https://species.nbnatlas.org/species/NHMSYS0000545899,NHMSYS0000545899,House Sparrow,Passer domesticus,https://en.wikipedia.org/wiki/House_Sparrow,"Walker, 1856","House Sparrow - A small bird with brown and grey plumage, males have black bibs.",Native,22,
jackdaw_(Corv.png,Jackdaw,https://species.nbnatlas.org/species/NHMSYS0021178877,NHMSYS0021178877,Jackdaw,Corvus monedula,https://en.wikipedia.org/wiki/Jackdaw,"Linnaeus, 1758","Jackdaw - A small, black crow with a distinctive grey nape and pale eyes.",Native,3089686,
kestrel_(Falc.png,Kestrel,https://species.nbnatlas.org/species/NHMSYS0020789027,NHMSYS0020789027,Kestrel,Falco tinnunculus,https://en.wikipedia.org/wiki/Kestrel,N/A,"Kestrel - A small falcon with pointed wings and a long tail, often seen hovering.",Non-native,1,
little_egret_.png,Little Egret,https://species.nbnatlas.org/species/NHMSYS0000530348,NHMSYS0000530348,Little Egret,Egretta garzetta,https://en.wikipedia.org/wiki/Little_Egret,"Linnaeus, 1766",Little Egret - A small white heron with black legs and yellow feet.,Native,754394,
little_owl_(A.png,Little Owl,https://species.nbnatlas.org/species/NHMSYS0000530183,NHMSYS0000530183,Little Owl,Athene noctua,https://en.wikipedia.org/wiki/Little_Owl,"Scopoli, 1769","Little Owl - A small owl with a flat-topped head, yellow eyes, and spotted brown plumage.",Non-native,146981,
little_tern_(.png,Little Tern,https://species.nbnatlas.org/species/NHMSYS0001688285,NHMSYS0001688285,Little Tern,Sterna albifrons,https://en.wikipedia.org/wiki/Little_Tern,"Pallas, 1764","Little Tern - A small seabird with a white forehead, black cap, and yellow bill.",Native,50836,
long-tailed_t.png,Long-tailed Tit,https://species.nbnatlas.org/species/NHMSYS0000530133,NHMSYS0000530133,Long-tailed Tit,Aegithalos caudatus,https://en.wikipedia.org/wiki/Long-tailed_Tit,"Linnaeus, 1758","Long-tailed Tit - A small bird with a distinctive long tail and fluffy, pinkish-white body.",Native,2335425,
mallard_duck_.png,Mallard Duck,https://species.nbnatlas.org/species/NHMSYS0020975234,NHMSYS0020975234,Mallard Duck,Anas platyrhynchos,https://en.wikipedia.org/wiki/Mallard_Duck,N/A,Mallard Duck - A common duck with males displaying iridescent green heads and females mottled brown.,Native,0,
marsh_harrier.png,Marsh Harrier,https://species.nbnatlas.org/species/NHMSYS0000530293,NHMSYS0000530293,Marsh Harrier,Circus aeruginosus,https://en.wikipedia.org/wiki/Marsh_Harrier,"Linnaeus, 1758","Marsh Harrier - A large bird of prey with long wings and tail, males are grey and brown, females are mostly brown.",Native,251593,
meadow_pipit_.png,Meadow Pipit,https://species.nbnatlas.org/species/NHMSYS0000530159,NHMSYS0000530159,Meadow Pipit,Anthus pratensis,https://en.wikipedia.org/wiki/Meadow_Pipit,"Linnaeus, 1758","Meadow Pipit - A small, streaky brown bird with pale underparts, commonly found in open habitats.",Native,1133926,
mute_swan_(Cy.png,Mute Swan,https://species.nbnatlas.org/species/NHMSYS0021379864,NHMSYS0021379864,Mute Swan,Cygnus olor,https://en.wikipedia.org/wiki/Mute_Swan,N/A,Mute Swan - A large white waterbird with an orange bill and black knob at the base.,Native,41,
northern_lapw.png,Northern Lapwing,https://species.nbnatlas.org/species/NBNSYS0000000027,NBNSYS0000000027,Northern Lapwing,Vanellus vanellus,https://en.wikipedia.org/wiki/Northern_Lapwing,"Linnaeus, 1758","Northern Lapwing - A wader with a distinctive crest, black and white plumage, and iridescent green back.",Native,1367694,
northern_whea.png,Northern Wheatear,https://species.nbnatlas.org/species/NHMSYS0000530514,NHMSYS0000530514,Northern Wheatear,Oenanthe oenanthe,https://en.wikipedia.org/wiki/Northern_Wheatear,"Linnaeus, 1758","Northern Wheatear - A small passerine bird with grey upperparts, white underparts, and a distinctive white rump.",Native,439895,
pallas's_warb.png,Pallas's Warbler,https://species.nbnatlas.org/species/NHMSYS0000530755,NHMSYS0000530755,Pallas's Warbler,Phylloscopus proregulus,https://en.wikipedia.org/wiki/Pallas's_Warbler,"Pallas, 1811","Pallas's Warbler - A tiny warbler with greenish upperparts, yellowish underparts, and a distinctive yellow stripe over the eye.",Native,2767,
peregrine_fal.png,Peregrine Falcon,https://species.nbnatlas.org/species/NHMSYS0000530354,NHMSYS0000530354,Peregrine Falcon,Falco peregrinus,https://en.wikipedia.org/wiki/Peregrine_Falcon,N/A,"Peregrine Falcon - A large falcon with blue-grey back, barred white underparts, and a black head.",Native,306765,
pied_wagtail_.png,Pied Wagtail,https://species.nbnatlas.org/species/NHMSYS0000530493,NHMSYS0000530493,Pied Wagtail,Motacilla alba,https://en.wikipedia.org/wiki/Pied_Wagtail,N/A,"Pied Wagtail - A small bird with black upperparts, white face and underparts, and a long tail.",Native,1930385,
pomarine_skua.png,Pomarine Skua,https://species.nbnatlas.org/species/NBNSYS0000000340,NBNSYS0000000340,Pomarine Skua,Stercorarius pomarinus,https://en.wikipedia.org/wiki/Pomarine_Skua,"Temminck, 1815","Pomarine Skua - A large seabird with dark plumage, white wing patches, and spoon-shaped central tail feathers.",Native,14897,
red_kite_(Mil.png,Red Kite,https://species.nbnatlas.org/species/NHMSYS0000530482,NHMSYS0000530482,Red Kite,Milvus milvus,https://en.wikipedia.org/wiki/Red_Kite,"Linnaeus, 1758","Red Kite - A medium-large bird of prey with reddish-brown body, forked tail, and distinctive white patches under the wings.",Native,362461,
red-backed_sh.png,Red-backed Shrike,https://species.nbnatlas.org/species/NHMSYS0000530423,NHMSYS0000530423,Red-backed Shrike,Lanius collurio,https://en.wikipedia.org/wiki/Red-backed_Shrike,N/A,"Red-backed Shrike - A small bird with a grey head, reddish-brown back, and black mask through the eye.",Native,5700,
red-flanked_b.png,Red-flanked Bluetail,https://species.nbnatlas.org/species/NHMSYS0000530656,NHMSYS0000530656,Red-flanked Bluetail,Tarsiger cyanurus,https://en.wikipedia.org/wiki/Red-flanked_Bluetail,"Pallas, 1773","Red-flanked Bluetail - A small passerine bird with blue upperparts, orange flanks, and white underparts.",Non-native,885,
red-throated_.png,Red-throated Diver,https://species.nbnatlas.org/species/NBNSYS0000000218,NBNSYS0000000218,Red-throated Diver,Gavia stellata,https://en.wikipedia.org/wiki/Red-throated_Diver,"Pontoppidan, 1763","Red-throated Diver - A medium-sized waterbird with grey head, red throat patch, and speckled grey-brown back.",Native,152760,
redwing_(Turd.png,Redwing,https://species.nbnatlas.org/species/NHMSYS0000530673,NHMSYS0000530673,Redwing,Turdus iliacus,https://en.wikipedia.org/wiki/Redwing,N/A,"Redwing - A small thrush with brown upperparts, white underparts streaked with brown, and a distinctive red flank.",Native,852904,
reed_bunting_.png,Reed Bunting,https://species.nbnatlas.org/species/NHMSYS0000530731,NHMSYS0000530731,Reed Bunting,Emberiza schoeniclus,https://en.wikipedia.org/wiki/Reed_Bunting,"Cabanis, 1851",Reed Bunting - A small bird with brown streaked plumage, males have a black head and white collar.,Native,4
ring_ouzel_(T.png,Ring Ouzel,https://species.nbnatlas.org/species/NHMSYS0000530681,NHMSYS0000530681,Ring Ouzel,Turdus torquatus,https://en.wikipedia.org/wiki/Ring_Ouzel,N/A,Ring Ouzel - A medium-sized thrush with black plumage and a distinctive white crescent on the breast.,Native,63353,
rook_(Corvus_.png,Rook,https://species.nbnatlas.org/species/NHMSYS0000530316,NHMSYS0000530316,Rook,Corvus frugilegus,https://en.wikipedia.org/wiki/Rook,N/A,"Rook - A large black bird with a bare, greyish-white face and a peaked crown.",Native,1439125,
roseate_tern_.png,Roseate Tern,https://species.nbnatlas.org/species/NBNSYS0000000364,NBNSYS0000000364,Roseate Tern,Sterna dougallii,https://en.wikipedia.org/wiki/Roseate_Tern,N/A,"Roseate Tern - A medium-sized tern with pale grey upperparts, white underparts with a slight pinkish hue, and a black cap.",Native,8165,
rustic_buntin.png,Rustic Bunting,https://species.nbnatlas.org/species/NHMSYS0000530733,NHMSYS0000530733,Rustic Bunting,Emberiza rustica,https://en.wikipedia.org/wiki/Rustic_Bunting,N/A,"Rustic Bunting - A small bunting with chestnut ear coverts, white underparts, and streaked brown upperparts.",Native,518,
sand_martin_(.png,Sand Martin,https://species.nbnatlas.org/species/NHMSYS0020824857,NHMSYS0020824857,Sand Martin,Riparia riparia,https://en.wikipedia.org/wiki/Sand_Martin,N/A,"Sand Martin - A small swallow with brown upperparts, white underparts, and a distinctive brown band across the chest.",Native,24,
serin_(Serinu.png,Serin,https://species.nbnatlas.org/species/NHMSYS0000533759,NHMSYS0000533759,Serin,Serinus serinus,https://en.wikipedia.org/wiki/Serin,"Pallas, 1811",Serin - A small finch with streaky yellow-green plumage and a distinctive yellow rump.,Non-native,0,
shag_(Gulosus.png,Shag,https://species.nbnatlas.org/species/NHMSYS0021537828,NHMSYS0021537828,Shag,Phalacrocorax aristotelis,https://en.wikipedia.org/wiki/Shag,"Linnaeus, 1761",Shag - A medium-sized seabird with dark greenish-black plumage and a distinctive crest on the head during breeding season.,Native,273699,
shore_lark_(E.png,Shore Lark,https://species.nbnatlas.org/species/NHMSYS0000530737,NHMSYS0000530737,Shore Lark,Eremophila alpestris,https://en.wikipedia.org/wiki/Shore_Lark,"Linnaeus, 1758","Shore Lark - A small bird with sandy-colored upperparts, yellow face with black markings, and black ""horns"" on the head.",Native,7859,
skylark_(Alau.png,Skylark,https://species.nbnatlas.org/species/NHMSYS0000530139,NHMSYS0000530139,Skylark,Alauda arvensis,https://en.wikipedia.org/wiki/Skylark,N/A,"Skylark - A small brown bird with streaked plumage and a distinctive crest, known for its singing flight.",Native,1228617,
snow_bunting_.png,Snow Bunting,https://species.nbnatlas.org/species/NHMSYS0000530776,NHMSYS0000530776,Snow Bunting,Plectrophenax nivalis,https://en.wikipedia.org/wiki/Snow_Bunting,"Linnaeus, 1758","Snow Bunting - A small, hardy passerine bird with white plumage in winter and brown in summer.",Native,49363,
song_thrush_(.png,Song Thrush,https://species.nbnatlas.org/species/NHMSYS0000530678,NHMSYS0000530678,Song Thrush,Turdus philomelos,https://en.wikipedia.org/wiki/Song_Thrush,N/A,"Song Thrush - A medium-sized thrush with brown upperparts, spotted underparts, and a distinctive song.",Native,2588581,
spotted_flyca.png,Spotted Flycatcher,https://species.nbnatlas.org/species/NHMSYS0000530498,NHMSYS0000530498,Spotted Flycatcher,Muscicapa striata,https://en.wikipedia.org/wiki/Spotted_Flycatcher,"Pallas, 1764","Spotted Flycatcher - A small, brownish-grey bird with streaked head and chest, known for catching insects in mid-air.",Native,232427,
tawny_owl_(St.png,Tawny Owl,https://species.nbnatlas.org/species/NHMSYS0000530625,NHMSYS0000530625,Tawny Owl,Strix aluco,https://en.wikipedia.org/wiki/Tawny_Owl,Linnaeus,"Tawny Owl - A stocky owl with a rounded face, dark eyes, and mottled brown plumage.",Native,440721,
tree_pipit_(A.png,Tree Pipit,https://species.nbnatlas.org/species/NHMSYS0000530156,NHMSYS0000530156,Tree Pipit,Anthus trivialis,https://en.wikipedia.org/wiki/Tree_Pipit,N/A,"Tree Pipit - A small, streaked brown bird with a slender bill and a habit of singing in flight.",Native,712,
water_rail_(R.png,Water Rail,https://species.nbnatlas.org/species/NHMSYS0000530803,NHMSYS0000530803,Water Rail,Rallus aquaticus,https://en.wikipedia.org/wiki/Water_Rail,N/A,"Water Rail - A secretive wading bird with brown and black plumage, long red bill, and grey underparts.",Native,239691,
whinchat_(Sax.png,Whinchat,https://species.nbnatlas.org/species/NHMSYS0000530590,NHMSYS0000530590,Whinchat,Saxicola rubetra,https://en.wikipedia.org/wiki/Whinchat,"Linnaeus, 1758","Whinchat - A small bird with a white eyebrow stripe, orange-buff breast, and dark streaked upperparts.",Native,132509,
white-tailed_.png,White-tailed Eagle,https://species.nbnatlas.org/species/NBNSYS0000000281,NBNSYS0000000281,White-tailed Eagle,Haliaeetus albicilla,https://en.wikipedia.org/wiki/White-tailed_Eagle,"Linnaeus, 1758","White-tailed Eagle - A massive bird of prey with broad wings, pale head, and a distinctive white tail.",Native,14692,
wood_warbler_.png,Wood Warbler,https://species.nbnatlas.org/species/NHMSYS0000530757,NHMSYS0000530757,Wood Warbler,Phylloscopus sibilatrix,https://en.wikipedia.org/wiki/Wood_Warbler,"Bechstein, 1793","Wood Warbler - A small warbler with bright green upperparts, yellow underparts, and a distinctive trilling song.",Native,47737,
woodcock_(Sco.png,Woodcock,https://species.nbnatlas.org/species/NBNSYS0000000031,NBNSYS0000000031,Woodcock,Scolopax rusticola,https://en.wikipedia.org/wiki/Woodcock,N/A,"Woodcock - A plump, cryptically colored wading bird with a long bill and distinctive camouflaged plumage.",Native,140195,
woodlark_(Lul.png,Woodlark,https://species.nbnatlas.org/species/NHMSYS0000530459,NHMSYS0000530459,Woodlark,Lullula arborea,https://en.wikipedia.org/wiki/Woodlark,"Linnaeus, 1758","Woodlark - A small lark with a short tail, streaked brown plumage, and a melodious song.",Native,39861,
yellow_wagtai.png,Yellow Wagtail,https://species.nbnatlas.org/species/NHMSYS0000530496,NHMSYS0000530496,Yellow Wagtail,Motacilla flava,https://en.wikipedia.org/wiki/Yellow_Wagtail,Boneparte,"Yellow Wagtail - A brightly colored wagtail with yellow underparts, olive-green back, and a long tail.",Native,231817,
Plantago major.png,Plantago major,https://species.nbnatlas.org/species/NBNSYS0000004273,NBNSYS0000004273,Greater Plantain,Plantago major,https://en.wikipedia.org/wiki/Greater_Plantain,N/A,"Greater Plantain - A hardy, low-growing plant with broad, ribbed leaves and tall flower spikes.",Native,133923,
Potentilla anserina.png,Potentilla anserina,https://species.nbnatlas.org/species/NHMSYS0021060392,NHMSYS0021060392,Silverweed,Potentilla anserina,https://en.wikipedia.org/wiki/Silverweed,N/A,Silverweed - A creeping plant with silver-colored leaves and bright yellow flowers.,Native,91664,
Epilobium hirsutum.png,Epilobium hirsutum,https://species.nbnatlas.org/species/NBNSYS0000003536,NBNSYS0000003536,Great Willowherb,Epilobium hirsutum,https://en.wikipedia.org/wiki/Great_Willowherb,N/A,"Great Willowherb - A tall, pink-flowered plant found in damp areas like riverbanks and ditches.",Native,109990,
Mentha spicata.png,Mentha spicata,https://species.nbnatlas.org/species/NBNSYS0000004203,NBNSYS0000004203,Spearmint,Mentha spicata,https://en.wikipedia.org/wiki/Spearmint,N/A,"Spearmint - A fragrant herb with bright green, spear-shaped leaves used for culinary and medicinal purposes.",N/A,N/A,
Raphanus raphanistrum.png,Raphanus raphanistrum,https://species.nbnatlas.org/species/NBNSYS0000002815,NBNSYS0000002815,Wild Radish,Raphanus raphanistrum,https://en.wikipedia.org/wiki/Wild_Radish,N/A,Wild Radish - A flowering plant with pale yellow or purple flowers and edible roots.,N/A,N/A,
Stellaria media.png,Stellaria media,https://species.nbnatlas.org/species/NHMSYS0000464009,NHMSYS0000464009,Common Chickweed,Stellaria media,https://en.wikipedia.org/wiki/Common_Chickweed,N/A,"Common Chickweed - A low-growing plant with tiny white star-shaped flowers, often found in gardens and fields.",N/A,N/A,
Calystegia sepium.png,Calystegia sepium,https://species.nbnatlas.org/species/NHMSYS0000456324,NHMSYS0000456324,Hedge Bindweed,Calystegia sepium,https://en.wikipedia.org/wiki/Hedge_Bindweed,N/A,"Hedge Bindweed - A climbing plant with large, trumpet-shaped white flowers that twine around hedges and fences.",Non-native,1821,
Veronica chamaedrys.png,Veronica chamaedrys,https://species.nbnatlas.org/species/NBNSYS0000004104,NBNSYS0000004104,Germander Speedwell,Veronica chamaedrys,https://en.wikipedia.org/wiki/Germander_Speedwell,N/A,"Germander Speedwell - A small plant with bright blue flowers and white centers, often found in grasslands.",Native,123734,
Lamium purpureum.png,Lamium purpureum,https://species.nbnatlas.org/species/NBNSYS0000004243,NBNSYS0000004243,Red Dead-nettle,Lamium purpureum,https://en.wikipedia.org/wiki/Red_Dead-nettle,N/A,"Red Dead-nettle - A low-growing plant with purplish-red flowers, often mistaken for stinging nettles but harmless.",Non-native,52285,
Pentaglottis sempervirens.png,Pentaglottis sempervirens,https://species.nbnatlas.org/species/NHMSYS0000461565,NHMSYS0000461565,Green Alkanet,Pentaglottis sempervirens,https://en.wikipedia.org/wiki/Green_Alkanet,N/A,"Green Alkanet - A hairy plant with bright blue flowers, commonly found in shaded areas and woodland edges.",Non-native,21691,
Polygala vulgaris.png,Polygala vulgaris,https://species.nbnatlas.org/species/NBNSYS0000002949,NBNSYS0000002949,Common Milkwort,Polygala vulgaris,https://en.wikipedia.org/wiki/Common_Milkwort,N/A,"Common Milkwort - A small wildflower with pink, blue, or white flowers, often found in grasslands.",Native,21272,
Prunella vulgaris.png,Prunella vulgaris,https://species.nbnatlas.org/species/NBNSYS0500000315,NBNSYS0500000315,Selfheal,Prunella vulgaris,https://en.wikipedia.org/wiki/Selfheal,N/A,"Selfheal - A low-growing plant with purple flowers, historically used in herbal medicine for wound healing.",Non-native,19,
Stellaria holostea.png,Stellaria holostea,https://species.nbnatlas.org/species/NBNSYS0000003035,NBNSYS0000003035,Greater Stitchwort,Stellaria holostea,https://en.wikipedia.org/wiki/Greater_Stitchwort,N/A,"Greater Stitchwort - A delicate white-flowered plant with deeply divided petals, found in hedgerows and woodlands.",N/A,N/A,
Ranunculus aquatilis.png,Ranunculus aquatilis,https://species.nbnatlas.org/species/NHMSYS0100002630,NHMSYS0100002630,Common Water-crowfoot,Ranunculus aquatilis,https://en.wikipedia.org/wiki/Common_Water-crowfoot,N/A,"Common Water-crowfoot - An aquatic plant with white flowers, commonly found in slow-moving water.",Native,122,
Equisetum palustre.png,Equisetum palustre,https://species.nbnatlas.org/species/NBNSYS0000002018,NBNSYS0000002018,Marsh Horsetail,Equisetum palustre,https://en.wikipedia.org/wiki/Marsh_Horsetail,N/A,"Marsh Horsetail - A primitive, reed-like plant that thrives in wetland areas.",Native,37126,
Cytisus scoparius.png,Cytisus scoparius,https://species.nbnatlas.org/species/NBNSYS0000003214,NBNSYS0000003214,Broom,Cytisus scoparius,https://en.wikipedia.org/wiki/Broom,N/A,"Broom - A shrub with bright yellow, pea-like flowers, commonly found in heathlands.",Native,45586,
Pulicaria dysenterica.png,Pulicaria dysenterica,https://species.nbnatlas.org/species/NBNSYS0000004401,NBNSYS0000004401,Common Fleabane,Pulicaria dysenterica,https://en.wikipedia.org/wiki/Common_Fleabane,N/A,"Common Fleabane - A yellow-flowered plant found in damp meadows, historically believed to repel fleas.",Native,35608,
Armeria maritima.png,Armeria maritima,https://species.nbnatlas.org/species/NHMSYS0021060385,NHMSYS0021060385,Thrift (Sea Pink),Armeria maritima,https://en.wikipedia.org/wiki/Thrift_(Sea_Pink),N/A,"Thrift (Sea Pink) - A hardy coastal plant with pink flowers, often found growing in clumps on cliffs and dunes.",Native,29236,
Caltha palustris.png,Caltha palustris,https://species.nbnatlas.org/species/NBNSYS0000002691,NBNSYS0000002691,Marsh-marigold,Caltha palustris,https://en.wikipedia.org/wiki/Marsh-marigold,N/A,"Marsh-marigold - A wetland plant with large, glossy yellow flowers resembling buttercups.",Native,62782,
Centaurium erythraea.png,Centaurium erythraea,https://species.nbnatlas.org/species/NHMSYS0000457033,NHMSYS0000457033,Common Centaury,Centaurium erythraea,https://en.wikipedia.org/wiki/Common_Centaury,N/A,Common Centaury - A small pink-flowered plant commonly found in dry grasslands and used in traditional medicine.,Native,28829,
Hypochaeris radicata.png,Hypochaeris radicata,https://species.nbnatlas.org/species/NBNSYS0000004518,NBNSYS0000004518,Cat’s-ear,Hypochaeris radicata,https://en.wikipedia.org/wiki/Cat’s-ear,N/A,Cat’s-ear - A dandelion-like plant with yellow flowers and hairy leaves.,Native,118544,
Linaria vulgaris.png,Linaria vulgaris,https://species.nbnatlas.org/species/NHMSYS0000460394,NHMSYS0000460394,Common Toadflax,Linaria vulgaris,https://en.wikipedia.org/wiki/Common_Toadflax,N/A,"Common Toadflax - A tall plant with yellow, snapdragon-like flowers, often found along roadsides.",Native,29388,
Geranium pratense.png,Geranium pratense,https://species.nbnatlas.org/species/NBNSYS0000004981,NBNSYS0000004981,Meadow Crane’s-bill,Geranium pratense,https://en.wikipedia.org/wiki/Meadow_Crane’s-bill,N/A,"Meadow Crane’s-bill - A wild geranium with bright blue flowers, common in meadows.",Non-native,111,
